Epoch,Erosion_R2,Erosion_Error_%,Deposition_R2,Deposition_Error_%
1,-5.114384843132525,-18.938339279687153,-38.30009801682211,-39.819670845060905
2,-2.417533689227765,-58.841900638443356,-12.09445655445368,-37.78967316202978
3,-2.3771650453870388,-61.00469117468976,-11.254526464766093,-2.5769846989436354
4,-1.237452754719056,-34.35480393310811,-7.463237962147157,-28.403530886119352
5,-1.0818892160551488,-34.45240652307551,-6.781347059129958,-23.19628739372847
6,-1.3485135623653108,-48.2086171732938,-5.360801226901131,-12.110095201654637
7,-0.924536109844325,-23.428821983682784,-5.335394512960111,-30.744052045245436
8,-0.9630923105096698,-38.06107076717184,-4.859499329361944,-9.595866854044985
9,-0.5791218848203962,-12.19305586902068,-4.879217617582862,-45.295417118579785
10,-0.2112124357091231,-3.0349564580048654,-4.8569134163257095,-48.579094867083306
11,-0.24529523904519196,-21.118227142761363,-3.7321607819466007,-39.57351563260593
12,-0.3500619089545608,-32.445502135545965,-2.842983154547106,-19.432952665188846
13,-0.17848153326679989,-25.123639606890528,-3.352071458987146,-46.0279643218568
14,-0.1851973302618485,-16.437511046000935,-3.009254475315129,-5.456070714887787
15,-0.03405666431888179,-13.390849067017118,-2.4892185815581307,-25.39454901472051
16,-0.6027875432449741,-49.566481821238995,-2.5165744278163804,6.977024443938021
17,-0.33997403453554464,-28.851805889652052,-3.381593448886867,14.158655803135417
18,0.13074972959977935,3.1201349199808974,-2.8722727686586125,-36.63539557143095
19,-0.06246820493366126,-22.69794867433449,-2.263778888422713,2.192148004480182
20,-0.3039233745126175,-41.94385283725693,-1.9290475023496518,-4.009750564681723
21,0.029896260194083535,-19.42888975856786,-3.4481951525765036,14.613045034731956
22,0.04028160345591542,-31.867645058701648,-1.5178411595697008,-10.860716669196064
23,-0.13127249966273632,-3.3674847374254084,-2.164868774729631,-1.1677151109944
24,0.2569545038643781,-14.33440696217734,-1.827503647819262,-21.682059527077573
25,-0.4776243761336746,-19.1997297088358,-3.169691131554919,-29.07504026005243
26,-0.9954948114685368,-60.15303616828107,-3.2880460009028725,18.154514444238963
27,-0.0073218393161529555,-30.162942930659714,-2.090726308535185,18.961384381227038
28,-0.0533958385304687,-32.3893784545362,-1.779168191253111,10.89969047919867
29,0.3024055094833774,-3.798551671206951,-1.4832764625422032,-16.508652632461583
30,0.32768065014411857,-7.1967240353610284,-1.3342747311951895,4.463621621277738
31,0.0007872721525207404,-31.359278474082338,-1.9140241810709284,14.931979220102917
32,0.2536834085186249,-18.066645645848574,-1.5436815468762257,-9.244998830291344
33,0.3102920467367137,-1.3266033037228788,-1.675507676393931,-4.28353513323484
34,0.2724357460583973,-12.194391805678606,-0.8956904385635247,1.7783671746307865
35,0.20831886242851208,-24.0354818549562,-0.9964693929048731,-1.4355948511907395
36,0.31166459150644316,-17.972296038444373,-1.0499904716794353,2.479299792445245
37,-0.012457977423953893,15.008675275330848,-3.1875959775019505,11.606917858985748
38,0.15462063228530024,-22.094038460698435,-1.0566299245893118,-7.6786526399565505
39,0.40389232525771784,-11.2702976724014,-1.1651734854633882,5.487406584731442
40,0.5013911858388703,-15.853490244517936,-0.850589953889267,-20.853355766194774
41,0.3474508118384273,-15.65447387463869,-0.7125393338194604,-0.10505589022439846
42,0.08013448184565039,-25.202527214237985,-2.516915120557615,22.66441702946743
43,0.3110368073453314,-25.52061148701196,-0.9029910364036529,9.044776733300866
44,0.513003596909017,-4.3916509070612015,-1.1358942812219464,-24.14542445219419
45,0.37203353168662606,-3.242818858633016,-1.627379275380269,1.4947111956141097
46,0.5495191627044085,-3.458061425431453,-0.8974294091263076,7.421215516614153
47,0.5037969618792731,-9.781718533486128,-0.7889894602825283,-19.241479302612827
48,0.3784642016529861,9.873645117337954,-1.9040930955374804,-15.073019081845562
49,0.3753728095346706,-26.262796939687526,-0.7762467722095306,-1.8162816817416472
50,0.4947480168733213,-13.687069097811237,-0.4717942561761142,-9.011874865354137
51,0.6509541030951698,-2.2060725307884685,-0.5365714176295991,-8.836674335551388
52,0.28554416053708204,-24.47332927481608,-0.4255539091583391,-0.6946191828242166
53,0.4601061361806641,6.416777425267278,-0.9911211675568068,-16.32878588700786
54,0.6239147543471525,-9.557982977167605,-1.1665769820003722,4.5830245426994685
55,0.41610086260154394,-18.384597626696788,-0.5319669669095745,-3.718520982433705
56,0.5785201602599972,-15.003679686800597,-0.32411809348052373,-13.101103243992684
57,0.2972741662658712,11.474052707397162,-0.701287181291612,-20.588911277182557
58,0.5426531822256586,-5.688306723939294,-0.5940633065150451,11.278826604656716
59,0.43963533808458466,-14.520678505737413,-0.48229630539867663,-4.04483843198482
60,0.6608541522286042,-7.467678420126755,-0.39043939232117647,-12.079722597759138
61,0.5631702191847404,7.626718835053134,-0.4885960367137993,-1.153183226012922
62,0.4846062282213247,-11.270942026749253,-0.48732614046573863,-1.6419709838451224
63,0.5783249300814818,1.4892854232420312,-0.7047791171902248,-21.256969946169075
64,0.6205902407374662,-4.7517530954482545,-0.05673050548568437,-5.088466146844439
65,0.5592085757865227,3.2981062446661453,-0.8058411952054493,-25.96016119709833
66,0.6551101168329013,-4.142030104598466,-0.08861666871772013,-1.496807890052491
67,0.5923040367393423,0.8794157389313617,-0.451946100442093,-10.4731662236055
68,0.4850665241346017,-2.7126477605247117,-0.3326242985527996,-0.4984787060938617
69,0.5936877144616279,-0.12264091897993645,-0.4034197626256736,-3.116789941448084
70,0.6182231306586049,-15.190765203194733,-0.3148249748291185,-9.373707712895454
71,0.6304818598827778,0.9533658712864557,-0.1849568252984006,-11.512854534320216
72,0.6758294359076377,-3.640295744736114,-0.22708135164504248,-6.22993913163961
73,0.6566888298972382,-9.526208190722986,-0.10355284721514561,-2.0112168318790165
74,0.6727669376057953,-10.139109653004624,-0.31289398706902277,-11.944643237152473
75,0.5187484399139747,-0.4074392419808762,-0.31255352682413595,-1.303730803006824
76,0.6369959730740212,-2.5832183124061596,-0.1006075507468383,-5.0478441313781
77,0.6528367407551362,1.8865730156478016,-0.53947505356515,-24.437306888718556
78,0.6197315466899158,-2.0643035980298166,-0.13025262373132093,3.942421701875456
79,0.601551910008862,-21.164529205874558,-0.4555918593982308,12.332354298733334
80,0.5577540073929634,11.346001481201421,-0.2885862067705071,-3.027535360702809
81,0.630200927170355,-7.44453795016446,-0.291178591759251,6.744115234927294
82,0.6477892381243056,7.356887592121642,-0.36301671608379804,-4.880753809467275
83,0.7047704586719478,-11.428153084620755,-0.04169288607292914,-4.955617510812714
84,0.631511339938845,-13.720600826150559,0.07812922677595108,-7.660281779046389
85,0.6122632219473078,6.228278463637021,-0.2845637806077229,-22.644018992147547
86,0.5823095315604685,1.3900114178776424,-0.14927385377314584,-3.6461205687373877
87,0.6852511510943745,-14.620972231545664,0.15788421486680088,3.361667351836854
88,0.6431362060809054,-12.911184047883813,-0.041560660258912585,-0.21440059508870732
89,0.7358556223912032,0.6098111427607055,-0.007793764825798382,-8.892027436299845
90,0.6840791704449559,-2.2911849996431712,0.0006957774830245603,-6.715107098360487
91,0.6575845784483496,-3.9165462525759605,0.13522024959631346,11.756401498148099
92,0.7069585030284616,-5.414219509730947,-0.14267420573761136,-18.035995701644968
93,0.6927877169892327,-0.9910643877253491,-0.07820695482916165,6.368180471373365
94,0.6577999155489395,7.880148045877193,0.031274446621924974,-4.2966521139494445
95,0.597812219466102,-2.6508093994863806,-0.15252886987535372,4.069246195177448
96,0.7200329660879088,-3.262198671074386,0.2083928407895999,-9.583459287743144
97,0.7346728843363789,-1.664858068676388,0.09072292855751071,-15.238437200202904
98,0.751624859781788,-6.487667123648397,0.1712392160862382,-7.426505697336285
99,0.7418339299395982,-8.668324226721566,0.22883181704299188,4.537240769268271
100,0.6382623012479979,-8.428729612855836,0.2918031871724678,-0.863694966314955
101,0.6833554341765166,0.5758343283037477,-0.02102947539878233,-5.502213948862033
102,0.6587827057357142,-16.441367736997755,0.13186744449787563,-8.399939693589793
103,0.6960181098560785,-0.3809063735001899,0.10456691618065615,-12.229512703631004
104,0.5892903409807705,3.7771177834811365,-0.12922064677062567,0.19218576873870605
105,0.7004657523695721,-5.175283194787087,0.06641234734971865,3.240442727791502
106,0.7072421911502025,1.380379998343105,-0.008988621032148227,-17.517544812661537
107,0.6932023318392381,0.5888563640257145,0.02552105636691887,4.335161202904233
108,0.7544627763068175,-10.952506948539869,0.2760535535719842,5.5316658056479815
109,0.712889137431622,-5.0546769291766855,0.22044837109663537,-6.7108250292454
110,0.5081258825601138,17.96408162273942,0.08303071477594487,-13.45575504931324
111,0.7187638529142079,-2.3128490726602204,0.08416053704995775,7.119274198850419
112,0.693365175456387,-9.02457223868275,0.14382021043103607,-17.328053565452525
113,0.6915981939257351,-1.9261263974724299,0.23800745549092323,4.664787115588625
114,0.6829489987565697,-10.118817091186314,0.1975163778814556,-2.4412046820717923
115,0.7160891208373723,-4.188150453735441,0.18819431752151478,-14.540948489918671
116,0.6137664044373221,10.475660997264562,0.18162616860732053,-6.204223285795764
117,0.7882786109107605,-5.621985796878629,0.3551743117640408,-6.767830068364423
118,0.4709297500826614,-27.10071466367771,0.3375585743278099,-4.808002278367256
119,0.6312980837839449,5.303628718916406,0.026570659929695997,-12.172876864651892
120,0.6693574047366364,-13.411561955767189,0.21374296475332505,-0.1745519723663939
121,0.7275840475389589,-4.409176714599449,0.06596776411523868,-15.71457116824991
122,0.75460945025527,-1.8555995671355978,0.2667272230021851,7.117765763913222
123,0.7662927279600601,-10.508433824276274,0.11437362789376213,8.870830996292693
124,0.8200431903361903,-9.29511035941145,0.46910614512076076,-5.749247661553957
125,0.7763125840993838,7.775318369943093,0.3981310268300952,-7.253132913103129
126,0.7663898453673814,-6.6142991519572725,0.4295645489604384,-1.1281925644923716
127,0.7908975356221503,1.2991694555162114,0.33633486101767984,-0.8189417917202128
128,0.7812023918250071,-2.3397746253164207,0.338264451187794,6.086114803675879
129,0.7295883220098389,-2.5147698304437576,0.0781395119701883,6.471815253508852
130,0.784241943135584,-3.022123434323263,0.3081020738600633,-7.641563468434392
131,0.6589408227383058,-17.71608678224011,0.4828913420698125,-6.083008902583351
132,0.747579249643475,2.5022557173716895,0.001752995334874624,12.307639651376991
133,0.717136225341717,-14.272976638947396,0.3517439036561403,11.162482538914427
134,0.7603202926743585,3.793156724621324,0.16879751002098795,-16.506065654152252
135,0.803699539249361,2.58077269697443,0.47186571915044906,-0.9997565507333963
136,0.7956380151877352,-8.243843812515285,0.5124127292698413,-2.3009072325410362
137,0.7456134016709216,-0.20937916644393129,0.35341209859753464,6.541786703499073
138,0.6988880395593984,-17.44129960326121,0.5011843452375958,-1.8387759817724532
139,0.850453721878705,0.21000546427998454,0.4712962037002465,-8.696143906761675
140,0.6925030000244875,-18.064442630659077,0.41279008397097317,3.657519542909366
141,0.6885056615787356,12.091881652521169,0.15992205961635442,-7.9093142281326045
142,0.7747123753798828,-10.945272711204721,0.5075480812438155,-4.9538373729174445
143,0.7888915926229275,-6.117321086609042,0.3550710367820465,-4.80242950762523
144,0.7105744027993577,-0.5081396971016805,0.3441865605702978,-9.624114688089554
145,0.7483982469476247,-8.660392046341316,0.26924089595059725,6.395024664581139
146,0.8267998404315292,-2.69873778117781,0.14786928805055868,-17.514074215184937
147,0.784816898293625,2.547462714558586,0.49618718173318394,-4.159068578774941
148,0.7392172580762549,1.26149149145931,0.33834114896689865,7.381376462612064
149,0.7728828957171737,-12.876994547216182,0.35299759828547017,9.226955607176778
150,0.7880934419444977,-8.573178480319838,0.546596873240399,0.40810320853315135
151,0.768683486973684,2.78542484454018,0.38360935059807744,2.416758288312307
152,0.8189863646997178,-4.975953225313904,0.48024119030903145,-0.4130680232923082
153,0.8188346661230053,1.1162698318428816,0.535056226886203,-12.95446969390391
154,0.8317546616116837,4.3774845247018215,0.480532690364041,3.5374288233876365
155,0.8137142215764408,-9.401104593788213,0.5792546344172315,-2.330455212467449
156,0.8590146665748962,-1.0103831088735147,0.5817477955771171,0.7443233383225
157,0.8188147977033533,-10.601252398671623,0.5373599453005707,-8.978140308581134
158,0.7931448796355339,6.242837755757562,0.433711870028434,-4.421285127829562
159,0.7805546734458036,-12.50498855902635,0.5495498028200623,-0.7875326674114517
160,0.86048886610525,-1.4812562678924495,0.5448255183709448,-3.6913728817029203
161,0.7672742353808588,-13.24152477033575,0.5018240169731767,2.78979010902905
162,0.804445221714975,5.035146923755553,0.5495747374129317,-5.975666453942973
163,0.8310006642450687,-1.7394792883003012,0.5477603755358931,11.111581655952365
164,0.802074382980966,2.6610376868159213,0.3382435343310338,-22.09882638714415
165,0.8394179864109428,-0.9544788503107873,0.46444402583811895,4.014034323490899
166,0.8233659757038579,1.7014451692762607,0.6214748250692494,-2.5563646652834846
167,0.8273563345137693,-0.6108118131994567,0.5113705870573794,-2.287251563703126
168,0.8224562608485549,-4.062888735627874,0.6153211674338407,1.0669772204834016
169,0.7253192196780561,4.247597888349853,0.20032387646835334,8.349334167197664
170,0.86259134349108,-1.718854036756811,0.5633304734400417,-2.6630321113848465
171,0.85382163014803,-7.247066941667111,0.5763183851215071,-7.338378092947792
172,0.786086998532868,5.9509810327770225,0.5425923938750824,0.1908050097049551
173,0.795821662193118,4.240344779657576,0.4899909618870917,-15.389517831437765
174,0.7766174699798891,0.2565811695332857,0.550492058501453,-0.9887844036789016
175,0.7352884970939002,-17.011825094356183,0.5877901051457998,-0.1888030803108469
176,0.8142307339323172,-4.341995119652215,0.5256707339727149,-2.2268022169071706
177,0.8195530865897233,-6.055135703942877,0.6078096434447747,0.8674385201958741
178,0.7976644575460669,4.965281864984872,0.512161937996615,-7.7063275481316635
179,0.8272803773461005,-7.823902830739129,0.5938599875773812,-1.3521087128034932
180,0.8579633718738378,3.309723435395813,0.6254746629240262,-8.137278772018691
181,0.8132778652400076,-13.460352826625742,0.43966135150080216,14.144014754392048
182,0.8429496933977384,-0.700550839463447,0.5541281470453805,2.3497066163319222
183,0.8698316898016414,-1.5528385814754886,0.5548354881719126,-10.75414373796988
184,0.8534427056971334,-1.3996357989913606,0.5626522653569458,-3.778202570677596
185,0.8191378817407314,-7.16105405082728,0.5897568357330226,2.774554704569226
186,0.8048657818445535,-9.656705285244165,0.5828770627188313,7.197872637473839
187,0.7562194729452734,9.38175344998215,0.4806535744932254,-7.4096825905144215
188,0.8566505211370861,-4.302916897985925,0.5615966068661209,-6.676106939607478
189,0.8498237418647242,-3.252657005028363,0.5295277417752995,2.8976842562885996
190,0.8527737276702998,-0.913006654801838,0.589540322870096,-2.4702396937348743
191,0.8439662615805563,-2.2908492558734848,0.6407450269265414,1.6484912507176557
192,0.852357317591322,2.766812985089231,0.6177655693011236,-2.5030897008849586
193,0.8196250390875066,-8.62306654948662,0.618858101105123,-4.41814046154948
194,0.8102451905767061,1.5946621833210612,0.5940612441100759,-2.8780432309004222
195,0.8610690508076916,-6.291650799400312,0.5679593317231437,1.0834205083231976
196,0.8293929705415292,0.9685328636476969,0.46835213364420514,-16.669054782919666
